session_id,segment_id,driver_a,driver_b,deployment_proxy_delta,lift_and_coast_delta,clipping_proxy_delta,recovery_zone_delta,confidence,proxy_note
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_01,ALB,OCO,0.0909,-0.1667,0.0,0.0273,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_01,ALB,PER,0.0131,0.0,0.0,0.0273,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_01,ALB,RUS,-0.1929,0.0,0.0,-0.1636,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_01,ALB,SAI,-0.0162,0.0,0.0,0.3273,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_01,ALB,STR,0.0909,0.0,0.0,0.0273,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_01,ALB,VER,-0.1218,0.0,0.0,0.1987,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,ALO,-0.0167,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,ANT,-0.0178,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,BEA,-0.0678,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,BOR,-0.0445,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,BOT,-0.1622,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,COL,-0.14,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,GAS,-0.0382,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,HAD,0.0878,0.0,-0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,HAM,0.0044,0.0,-0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,LAW,-0.04,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,LEC,0.05,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,LIN,-0.1789,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,NOR,-0.0567,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,OCO,-0.0733,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,PER,-0.1122,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,RUS,-0.0511,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,SAI,-0.1011,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,STR,-0.0733,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_09,ALB,VER,-0.0622,0.0,0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,ALO,-0.0222,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,ANT,-0.0055,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,BEA,-0.0767,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,BOR,0.0045,0.0,-0.1334,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,BOT,-0.1567,0.0,0.5333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,COL,-0.1589,0.0,0.2666,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,GAS,0.0056,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,HAD,0.0933,0.0,-0.1334,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,HAM,-0.0711,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,LAW,-0.0544,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,LEC,-0.0655,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,LIN,-0.1367,0.0,0.2666,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,NOR,0.0,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,OCO,-0.0767,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,PER,-0.1733,0.0,0.5333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,RUS,-0.0922,0.0,0.2666,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,SAI,0.0322,0.0,-0.1334,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,STR,-0.0111,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_10,ALB,VER,-0.0433,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,ALO,0.0166,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,ANT,-0.02,0.0,0.2666,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,BEA,-0.0745,0.0,0.4,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,BOR,-0.02,0.0,0.2666,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,BOT,-0.0223,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,COL,-0.1123,0.0,0.5333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,GAS,0.0177,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,HAD,-0.0278,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,HAM,-0.0256,0.0,0.2666,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,LAW,-0.0056,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,LEC,-0.0367,0.0,0.2666,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,LIN,-0.0489,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,NOR,0.0444,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,OCO,-0.0167,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,PER,-0.0156,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,RUS,0.0144,0.0,-0.2667,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,SAI,0.0122,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,STR,0.0222,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_11,ALB,VER,0.0011,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,ALO,0.2116,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,ANT,0.0055,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,BEA,0.1083,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,BOR,0.1249,0.0,-0.0667,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,BOT,0.1783,0.0,0.0,-0.1385,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,COL,0.1072,0.0,-0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,GAS,0.1116,0.0,-1.0,-1.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,HAD,0.2116,0.0,-0.0667,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,HAM,0.1616,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,LAW,0.0672,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,LEC,0.2116,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,LIN,0.1616,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,NOR,0.0727,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,OCO,0.1283,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,PER,0.0949,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,RUS,0.0672,0.0,0.0,-0.4909,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,SAI,0.1672,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,STR,0.2116,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_12,ALB,VER,0.0672,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,ALO,0.1558,0.1538,-0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,ANT,0.1725,0.1538,-0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,BEA,0.2091,0.1538,0.0,-0.18,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,BOR,0.0936,0.1538,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,BOT,0.2702,0.1538,-0.4667,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,COL,0.2225,0.1538,-0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,GAS,0.0702,0.1538,-0.4667,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,HAD,0.138,0.1538,-0.3333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,HAM,0.1902,0.1538,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,LAW,0.2739,0.1538,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,LEC,0.2587,0.1538,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,LIN,0.1186,0.1538,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,NOR,0.188,0.1538,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,OCO,0.2055,0.1538,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,PER,0.2391,0.1538,-0.2,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,RUS,0.165,0.1538,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,SAI,0.1579,0.1538,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,STR,0.1325,0.1538,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_15,ALB,VER,0.1389,0.1538,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,ALO,0.0567,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,ANT,-0.0144,0.0,0.2666,-0.6,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,BEA,-0.0611,0.0,0.3333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,BOR,-0.0166,0.0,0.3333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,BOT,0.0067,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,COL,0.0223,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,GAS,-0.0633,0.0,-0.2667,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,HAD,0.0011,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,HAM,-0.0666,0.0,0.3333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,LAW,0.0923,0.0,-0.2667,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,LEC,-0.0722,0.0,0.3333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,LIN,-0.0055,0.0,0.0,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,NOR,0.0934,0.0,-0.1334,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,OCO,-0.1055,0.0,0.3333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,PER,-0.0144,0.0,0.2666,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,RUS,-0.15,0.0,0.3333,-0.2571,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,SAI,0.0623,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,STR,0.0589,0.0,-0.2667,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_20,ALB,VER,-0.0322,0.0,0.1333,0.0,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
2026_01_R_Australian Grand Prix,australian-grand-prix_straight_01,ALO,ANT,-0.1375,0.0,-0.3333,0.0964,0.48,Energy deployment proxy derived from speed/throttle/RPM/gear/DRS features; not true ERS or battery state.
