id,session_id,event_entry_id,race_id,driver_id,constructor_id,classification_position,grid_position,finish_position,points,status,laps_completed,fastest_lap_rank,source_label
2026-12-zandvoort|R|leclerc,2026-12-zandvoort|R,2026-12-zandvoort|leclerc,2026-12-zandvoort,leclerc,ferrari,5,6.0,5.0,10.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|R|piastri,2026-12-zandvoort|R,2026-12-zandvoort|piastri,2026-12-zandvoort,piastri,mclaren,6,4.0,6.0,8.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|R|lawson,2026-12-zandvoort|R,2026-12-zandvoort|lawson,2026-12-zandvoort,lawson,red_bull,7,8.0,7.0,6.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|R|hulkenberg,2026-12-zandvoort|R,2026-12-zandvoort|hulkenberg,2026-12-zandvoort,hulkenberg,audi,8,13.0,8.0,4.0,Lapped,,,fastf1_session_result_v1
2026-12-zandvoort|R|alonso,2026-12-zandvoort|R,2026-12-zandvoort|alonso,2026-12-zandvoort,alonso,aston_martin,9,18.0,9.0,2.0,Lapped,,,fastf1_session_result_v1
2026-12-zandvoort|R|gasly,2026-12-zandvoort|R,2026-12-zandvoort|gasly,2026-12-zandvoort,gasly,alpine,10,11.0,10.0,1.0,Lapped,,,fastf1_session_result_v1
2026-12-zandvoort|R|arvid_lindblad,2026-12-zandvoort|R,2026-12-zandvoort|arvid_lindblad,2026-12-zandvoort,arvid_lindblad,rb,12,10.0,12.0,0.0,Lapped,,,fastf1_session_result_v1
2026-12-zandvoort|R|bortoleto,2026-12-zandvoort|R,2026-12-zandvoort|bortoleto,2026-12-zandvoort,bortoleto,audi,13,9.0,13.0,0.0,Lapped,,,fastf1_session_result_v1
2026-12-zandvoort|R|colapinto,2026-12-zandvoort|R,2026-12-zandvoort|colapinto,2026-12-zandvoort,colapinto,alpine,14,14.0,14.0,0.0,Lapped,,,fastf1_session_result_v1
2026-12-zandvoort|R|perez,2026-12-zandvoort|R,2026-12-zandvoort|perez,2026-12-zandvoort,perez,cadillac,15,22.0,15.0,0.0,Lapped,,,fastf1_session_result_v1
2026-12-zandvoort|R|sainz,2026-12-zandvoort|R,2026-12-zandvoort|sainz,2026-12-zandvoort,sainz,williams,16,17.0,16.0,0.0,Lapped,,,fastf1_session_result_v1
2026-12-zandvoort|R|albon,2026-12-zandvoort|R,2026-12-zandvoort|albon,2026-12-zandvoort,albon,williams,17,16.0,17.0,0.0,Retired,,,fastf1_session_result_v1
2026-12-zandvoort|R|bottas,2026-12-zandvoort|R,2026-12-zandvoort|bottas,2026-12-zandvoort,bottas,cadillac,R,21.0,18.0,0.0,Retired,,,fastf1_session_result_v1
2026-12-zandvoort|R|ocon,2026-12-zandvoort|R,2026-12-zandvoort|ocon,2026-12-zandvoort,ocon,haas,R,15.0,19.0,0.0,Retired,,,fastf1_session_result_v1
2026-12-zandvoort|R|stroll,2026-12-zandvoort|R,2026-12-zandvoort|stroll,2026-12-zandvoort,stroll,aston_martin,R,19.0,20.0,0.0,Retired,,,fastf1_session_result_v1
2026-12-zandvoort|R|bearman,2026-12-zandvoort|R,2026-12-zandvoort|bearman,2026-12-zandvoort,bearman,haas,R,20.0,21.0,0.0,Retired,,,fastf1_session_result_v1
2026-12-zandvoort|R|max_verstappen,2026-12-zandvoort|R,2026-12-zandvoort|max_verstappen,2026-12-zandvoort,max_verstappen,red_bull,R,7.0,22.0,0.0,Retired,,,fastf1_session_result_v1
2026-12-zandvoort|S|russell,2026-12-zandvoort|S,2026-12-zandvoort|russell,2026-12-zandvoort,russell,mercedes,1,1.0,1.0,8.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|leclerc,2026-12-zandvoort|S,2026-12-zandvoort|leclerc,2026-12-zandvoort,leclerc,ferrari,2,3.0,2.0,7.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|norris,2026-12-zandvoort|S,2026-12-zandvoort|norris,2026-12-zandvoort,norris,mclaren,3,2.0,3.0,6.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|antonelli,2026-12-zandvoort|S,2026-12-zandvoort|antonelli,2026-12-zandvoort,antonelli,mercedes,4,5.0,4.0,5.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|piastri,2026-12-zandvoort|S,2026-12-zandvoort|piastri,2026-12-zandvoort,piastri,mclaren,5,4.0,5.0,4.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|max_verstappen,2026-12-zandvoort|S,2026-12-zandvoort|max_verstappen,2026-12-zandvoort,max_verstappen,red_bull,6,6.0,6.0,3.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|hamilton,2026-12-zandvoort|S,2026-12-zandvoort|hamilton,2026-12-zandvoort,hamilton,ferrari,7,7.0,7.0,2.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|gasly,2026-12-zandvoort|S,2026-12-zandvoort|gasly,2026-12-zandvoort,gasly,alpine,8,8.0,8.0,1.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|bortoleto,2026-12-zandvoort|S,2026-12-zandvoort|bortoleto,2026-12-zandvoort,bortoleto,audi,9,9.0,9.0,0.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|arvid_lindblad,2026-12-zandvoort|S,2026-12-zandvoort|arvid_lindblad,2026-12-zandvoort,arvid_lindblad,rb,10,10.0,10.0,0.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|lawson,2026-12-zandvoort|S,2026-12-zandvoort|lawson,2026-12-zandvoort,lawson,red_bull,11,11.0,11.0,0.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|colapinto,2026-12-zandvoort|S,2026-12-zandvoort|colapinto,2026-12-zandvoort,colapinto,alpine,12,13.0,12.0,0.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|ocon,2026-12-zandvoort|S,2026-12-zandvoort|ocon,2026-12-zandvoort,ocon,haas,14,15.0,14.0,0.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|bearman,2026-12-zandvoort|S,2026-12-zandvoort|bearman,2026-12-zandvoort,bearman,haas,15,17.0,15.0,0.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|albon,2026-12-zandvoort|S,2026-12-zandvoort|albon,2026-12-zandvoort,albon,williams,16,16.0,16.0,0.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|stroll,2026-12-zandvoort|S,2026-12-zandvoort|stroll,2026-12-zandvoort,stroll,aston_martin,17,18.0,17.0,0.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|alonso,2026-12-zandvoort|S,2026-12-zandvoort|alonso,2026-12-zandvoort,alonso,aston_martin,18,22.0,18.0,0.0,Finished,,,fastf1_session_result_v1
2026-12-zandvoort|S|bottas,2026-12-zandvoort|S,2026-12-zandvoort|bottas,2026-12-zandvoort,bottas,cadillac,19,19.0,19.0,0.0,Lapped,,,fastf1_session_result_v1
2026-12-zandvoort|S|sainz,2026-12-zandvoort|S,2026-12-zandvoort|sainz,2026-12-zandvoort,sainz,williams,20,21.0,20.0,0.0,Lapped,,,fastf1_session_result_v1
2026-12-zandvoort|S|perez,2026-12-zandvoort|S,2026-12-zandvoort|perez,2026-12-zandvoort,perez,cadillac,21,20.0,21.0,0.0,Lapped,,,fastf1_session_result_v1
2026-12-zandvoort|S|hulkenberg,2026-12-zandvoort|S,2026-12-zandvoort|hulkenberg,2026-12-zandvoort,hulkenberg,audi,R,14.0,22.0,0.0,Lapped,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|antonelli,2026-12-zandvoort|SQ,2026-12-zandvoort|antonelli,2026-12-zandvoort,antonelli,mercedes,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|norris,2026-12-zandvoort|SQ,2026-12-zandvoort|norris,2026-12-zandvoort,norris,mclaren,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|russell,2026-12-zandvoort|SQ,2026-12-zandvoort|russell,2026-12-zandvoort,russell,mercedes,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|hamilton,2026-12-zandvoort|SQ,2026-12-zandvoort|hamilton,2026-12-zandvoort,hamilton,ferrari,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|leclerc,2026-12-zandvoort|SQ,2026-12-zandvoort|leclerc,2026-12-zandvoort,leclerc,ferrari,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|piastri,2026-12-zandvoort|SQ,2026-12-zandvoort|piastri,2026-12-zandvoort,piastri,mclaren,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|hulkenberg,2026-12-zandvoort|SQ,2026-12-zandvoort|hulkenberg,2026-12-zandvoort,hulkenberg,audi,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|gasly,2026-12-zandvoort|SQ,2026-12-zandvoort|gasly,2026-12-zandvoort,gasly,alpine,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|bortoleto,2026-12-zandvoort|SQ,2026-12-zandvoort|bortoleto,2026-12-zandvoort,bortoleto,audi,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|arvid_lindblad,2026-12-zandvoort|SQ,2026-12-zandvoort|arvid_lindblad,2026-12-zandvoort,arvid_lindblad,rb,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|max_verstappen,2026-12-zandvoort|SQ,2026-12-zandvoort|max_verstappen,2026-12-zandvoort,max_verstappen,red_bull,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|alonso,2026-12-zandvoort|SQ,2026-12-zandvoort|alonso,2026-12-zandvoort,alonso,aston_martin,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|colapinto,2026-12-zandvoort|SQ,2026-12-zandvoort|colapinto,2026-12-zandvoort,colapinto,alpine,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|lawson,2026-12-zandvoort|SQ,2026-12-zandvoort|lawson,2026-12-zandvoort,lawson,red_bull,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|bearman,2026-12-zandvoort|SQ,2026-12-zandvoort|bearman,2026-12-zandvoort,bearman,haas,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|ocon,2026-12-zandvoort|SQ,2026-12-zandvoort|ocon,2026-12-zandvoort,ocon,haas,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|stroll,2026-12-zandvoort|SQ,2026-12-zandvoort|stroll,2026-12-zandvoort,stroll,aston_martin,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|albon,2026-12-zandvoort|SQ,2026-12-zandvoort|albon,2026-12-zandvoort,albon,williams,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|bottas,2026-12-zandvoort|SQ,2026-12-zandvoort|bottas,2026-12-zandvoort,bottas,cadillac,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|perez,2026-12-zandvoort|SQ,2026-12-zandvoort|perez,2026-12-zandvoort,perez,cadillac,,,,,,,,fastf1_session_result_v1
2026-12-zandvoort|SQ|sainz,2026-12-zandvoort|SQ,2026-12-zandvoort|sainz,2026-12-zandvoort,sainz,williams,,,,,,,,fastf1_session_result_v1
